#separator:tab
#html:false
{[輪切|わぎ]り;3,0}	{レモン;1,0}を{[輪切|わぎ]り;3,0}にして5[個|こ][分|ぶん]を{[瓶|びん];1}に{[入|い]れ[ました=る];Y0}		In runde Scheiben schneiden 			2023-09-05 Zombie-Chang	輪切り
{ざっと;0}	{[砂糖|さとう];2}150グラム{[瓶|びん];1}に{ざっと;0}{[入|い]れ[て=る];Y0}{み[ました=る];Y1}		ungefähr, grob	Ich höre was anders		2023-09-05 Zombie-Chang	ざっと
{[消毒|しょうどく];0}	{レモン;1,0}を{[洗|あら][った=う];Y0}けど {[消毒|しょうどく];0}{でき[た=る];Y2}か{[分|わ]か[らない=る];Y2} {たくさん;3}{[洗|あら][った=う];Y0}けど {[正直|しょうじき];3,4}{いい;Y1}かは{[分|わ]か[らない=る];Y2}		Desinfektion、Sterilisation			2023-09-05 Zombie-Chang	消毒
{[振|ふ]り;!2}をする	{[冷蔵庫|れいぞうこ];3}に{[入|い]れ[て=る];Y0}も{[3日|みっか];0}で{[腐|くさ][って=る];Y2}{しまう;Y0}けど {[忘|わす]れ[た=る];Y0}ふりをして{ぎゅっと;0,1}{[瓶|びん];1}を{[閉|し]め[て=る];Y2}{み[ました=る];Y1}		ふりをして vorgeben, so tun, als ob  ぎゅっと fest, kräftig			2023-09-05 Zombie-Chang	振りをする
{[果汁|かじゅう];0}	なんて{[思|おも][って=う];Y2}ると{レモン;1,0}の{[果汁|かじゅう];0}が[溶|と]け[出|だ]して {ぎゅっと;0,1}{[甘酸|あまず]っぱい;Y5,0}{[優|やさ]しい;Y0}{[香|かお]り;0}が{[広|ひろ]がる;Y0}わ		Fruchtsaft  溶け出す beginnen sich herauszulösen			2023-09-05 Zombie-Chang	果汁
{[憧|あこが]れる;Y0}	いつまで{た[って=つ];Y1}も {[大人|おとな];0}に{なれ[ない=る];Y2}{[自分|じぶん];0}が{[嫌|きら]い;0}で {[夢|ゆめ];2}ばっかり{[憧|あこが]れ[て=る];Y0}る		sich sehnen, Sehnsucht haben, streben nach	Ich hasse mich, die niemals erwachsen werden kann ich laufe doch nur meinen Träumen hinterher		2023-09-05 Zombie-Chang	憧れる
{[冴|さ]え[ない=る];Y2}	{[冴|さ]え[ない=る];Y2}{[自分|じぶん];0}が{[邪魔|じゃま];0}する		niedergeschlagen sein, deprimiert sein (Stimmung)	mein depri ich stört/ist im weg		2023-09-05 Zombie-Chang	冴えない
{[許|ばっか];2}	{[今夜|こんや];1}も{ベッド;1}に一[人|にん]で {[天井|てんじょう];0}ばっか{[眺|なが]め[て=る];Y3}る		only, merely, nothing but	Heut Nacht bin ich wieder alleine im Bett und starre nur die Decke an		2023-09-05 Zombie-Chang	許
{[不貞腐|ふてくさ]れる;Y5,0}	{あなた;2}が{[今日|きょう];1}も{[遅|おそ]い;Y0}から {[寂|さび]し[くて=い];Y3}{[不貞腐|ふてくさ]れ[て=る];Y5,0}る		verstockt sein, mürrisch sein, trotzig sein	und weil du heute wieder spät bist bin ich einsam und verbittert		2023-09-05 Zombie-Chang	不貞腐れる
{[口癖|くちぐせ];0}	{[大丈夫|だいじょうぶ];3}なんて{[口癖|くちぐせ];0}よ {そんな;0}の{わか[って=る];Y2}いてよね		Lieblingsworte, stereotype Redeweise, zur Gewohnheit gewordene Redeweise			2023-09-05 Zombie-Chang	口癖
{[能天気|のうてんき];3}	{[愛|あい];1}さえあれば{いい;Y1}なんて {よっぽど;0}{[能天気|のうてんき];3}なことを		lässig, unbekümmert, optimistisch, sorglos	Solange man noch liebt ist doch gut Ich muss viel optimistischer sein TANDEM		2023-09-05 Zombie-Chang	能天気
{[枕|まくら];1}	何[度|ど]も{[枕|まくら];1}を{[濡|ぬ]ら[して=す];Y0}も {[答|こた]え;2,3}は{[見|み]つか[らない=る];Y0}まま {[今夜|こんや];1}も{ベランダ;0}一[人|にん]で {[星空|ほしぞら];3,0}ばっか{[眺|なが]め[て=る];Y3}るよ		Kopfkissen	Egal wie oft ich das Kissen vollheul ich hab nie ne Antwort gefunden Auch heute abend bin ich auf der Veranda allein Und schau nur den Sternenhimmel an		2023-09-05 Zombie-Chang	枕
{やり[切|き]る;Y3}	{されど;1}{[幸|しあわ]せ;0} {されど;1}{[幸|しあわ]せ;0} {やり[切|き][れる=る];Y3}		complete, decisively, to do to completion	Und trotzdem happy Trotzdem happy ich kann es komplett TANDEM		2023-09-05 Zombie-Chang	やり切る
...ゼロにして{あげる;Y0}	{[明日|あした];!0}に{な[れば=る];Y0}{[忘|わす]れ[て=る];Y0}る {[眠|ねむ][って=る];Y0}ゼロにして{あげる;Y0}		auslöschen, weg machen, für jemanden auf null machen	Morgen hab ich es vergessen Ich entferne deine Müdigkeit  Morgen hab ich's vergessen Bin müde und setze es auf null		Expression	
{[新入生|しんにゅうせい];3}	‪{[新入生|しんにゅうせい];3}？‬ ‪（爽子）はい‬		neuer Student,  neuer Schüler			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (0m52s)	
ほぼ	‪（爽子）‪{[最近|さいきん];0}では {[本名|ほんみょう];1}を{[知|し]る;Y0}{[者|もの];2}は‬‬ ‪ほぼいなく {[怖|こわ]が[られる=る];Y3}{[毎日|まいにち];1}‬		practically,  basically,  for the most part			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (3m13s)	
{[分|わ]け[隔|へだ]て;0,1,3}	‪（爽子）‪[風|ふう]{[早君|はや君];Y2|はやい}は‬‬ ‪{[誰|だれ];1}にでも{[分|わ]け[隔|へだ]て[なく=る];Y5}{[優|やさ]しい;Y0}‬ ‪（[風早|かざはや]）{こんな;0}だよ‬		unterschiedlich behandeln,  benachteiligen			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (4m49s)	
‪つう	‪つうわけで‬ ‪{[肝試|きもだめ]し;3}は{[終業式|しゅうぎょうしき];3}の{[前日|ぜんじつ];0}ね‬		gleich wie という			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (5m12s)	
{[立候補|りっこうほ];3}	‪{おいおい;1} {[立候補|りっこうほ];3}いねえんだったら‬ ‪{こっち;3}で{[勝手|かって];0}に{[決|き]め[ん=る];Y0}ぞ～‬		Kandidatur			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (6m04s)	
{[気|き];0}を{[配|くば]る;Y2}	‪[風|ふう]{[早|はや];1}[君|くん]って{[人|ひと];!0}がいて‬ ‪{[私|わたし];0}にも{[気|き];0}を{[配|くば][って=る];Y2}{くれ[て=る];Y0}‬		sich kümmern, to be (more) conscious (about),  to take into consideration, to take note			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (7m42s)	
{[誤解|ごかい];0} {[解|と]け[た=る];Y2}みたい	‪{ハッ;1}… {よ[かった=い];Y1}ね‬ ‪{[誤解|ごかい];0} {[解|と]け[た=る];Y2}みたいで‬		Es scheint, als konnte sich das Missverständnis auflösen  誤解 Missverständnis  解く auflösen, aufknoten, befreien, sich klären			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (9m00s)	
{そんな;0}{バカ;1}な	‪{[嫌|きら]う;Y0}だなんて {そんな;0}{バカ;1}な‬		Das ist absurd			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (9m37s)	
{[当|あ]たり[前|まえ];0}	‪{[名前|なまえ];0}… {[知|し][って=る];Y0}て{くれ[た=る];Y0}の？‬ ‪{[知|し][って=る];Y0}るよ {[当|あ]たり[前|まえ];0}じゃん‬		selbstverständlich			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (10m18s)	
‪{[遅刻|ちこく];0}する	‪（ジョー）{うい;Y1}～‬ ‪{[遅刻|ちこく];0}するかと{[思|おも][った=う];Y2}‬		sich verspäten			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (10m45s)	
{[応|こた]える;Y3,2}	‪{[私|わたし];0} {[霊感|れいかん];0}{ないん;1}です！‬ ‪はあ？‬ ‪だから {みんな;3}の{[期待|きたい];0}には‬ ‪{[応|こた]え[られない=る];Y3,2}かも{しれ[ない=る];Y0}けど‬		entsprechen, übereinstimmen, erfüllen  霊感 Was Übernatürliches (Geist o.Ä.)  期待 Erwartung			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (13m13s)	
{[資格|しかく];0}	‪{やっぱり;3}{[霊感|れいかん];0}ないと‬ ‪{お[化|ば]け;2}[役|やく]の{[資格|しかく];0}{ナシ;!1}かな？‬		Qualifizierung,  Eignung,  Kompetenz			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (13m37s)	
{[健気|けなげ];1,0}	‪（{[吉田|よしだ];0}）[貞子|さだこ]の {けなげ;1,0}さに‬ ‪{[泣|な]け[て=る];Y0}{[き=くる];Y1}{ちゃ[って=う];Y1}‬		tapfer, mutig, brav			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (13m55s)	
{[内緒|ないしょ];3,0}	‪あ えっと {[実は|じつわ];2}‬ ‪{[吉田|よしだ];0}さんと{[矢野|やの];0}さんと{[相談|そうだん];0}して‬ ‪{みんな;3}には{[内緒|ないしょ];3,0}で‬ ‪{お[化|ば]け;2}[役|やく]を{[少々|しょうしょう];1}…‬		Geheimnis, Geheimhaltung			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (17m50s)	
{[割|わり];0}と	‪[てか|てした] １[人|にん]で {こんな;0}と{こ[いて=く];Y0,2}‬ ‪{[怖|こわ][くない=い];Y2}の？‬ ‪{[私|わたし];0} [夜|や]は わりと{[好|す]き;2}なので…‬		ziemlich, verhältnismäßig doll			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (18m12s)	
‪{しゃべ[りたくなかっ=る];Y2}‬...	‪{しゃべ[りたくなかったら=る];Y2}‬ ‪{[無理|むり];1}しなくて{いい;Y1}‬			wenn du nicht drüber reden willst, ist das OK		Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (19m23s)	
こう{や[って=る];Y0}‬ ‪{み[ん=る];Y1}...	‪こう{や[って=る];Y0}‬ ‪{みんな;3}の{[役|やく];2}に{[立|た]て[て=る];Y2}るから‬ ‪[貞子|さだこ]で{よ[かった=い];Y1}って{[思|おも][って=う];Y2}る‬ ‪{すげ[=る];Y0}[ー|ちょうおん]な‬			"Weil ich auf diese Weise für alle nützlich sein konnte, dachte ich, dass durch ""Sadoko"" gut war  Respekt"		Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (20m15s)	
‪ってか	‪ジェントルメンだな〜‬ ‪フッフ〜‬ ‪{うるせえ;3}なあ‬ ‪ってか お[前|まえ]ら‬ ‪{[知|し][って=る];Y0}たなら{[言|い]え[よ=る];Y0}‬ ‪{[言|い][ったら=う];Y0}{[面白|おもしろ][くない=い];Y4}だろ‬		eher …, besser gesagt, Und überhaupt...			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (20m43s)	
{[差|さ]し[入|い]れ;0}‬	‪これ {[差|さ]し[入|い]れ;0}‬		kleines Geschenk, eine Aufmerksamkeit			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (20m56s)	
{[打|う]ち[解|と]ける;Y0,4}	‪つ[ー|ちょうおん]か {[打|う]ち[解|と]け[て=る];Y0,4}んじゃん‬ ‪{[打|う]ち[解|と]け[られた=る];Y0,4}のかな‬		sich öffnen, aus sich herauskommen			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (21m20s)	
{[目|め];1}に{[遭|あ]う;Y1}	‪（{[喜多|きた];2}{[夫|おっと];0}）{[肝試|きもだめ]し;3} どうだった？‬ ‪{[嫌|いや];2}な{[目|め];1}に{[遭|あ][わなかった=う];Y1}か？‬		eine Situation erleben (oft negativer Art)			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (23m02s)	
びり	‪{お[前|まえ];0} {ビリ;1}だからって‬ ‪{そういう;0}こと{[言|い]う;Y0}んじゃねえよ‬		Letzter, Unterster, Ende			Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (24m54s)	
‪[風|ふう]{[早|はや];1}[君|くん]に{[会|あ]う;Y1}{[前|まえ];1}の...	‪[風|ふう]{[早|はや];1}[君|くん]に{[会|あ]う;Y1}{[前|まえ];1}の{[自分|じぶん];0}なんて‬ ‪もう{[忘|わす]れ[=る];Y0}{ちゃ[った=う];Y1}‬			An mein Ich, bevor ich Kazehaya getroffen habe, kann ich mich schon nicht mehr erinnern		Kimi ni todoke S01E01 Unbekannte Gefühle - ja - Japanisch [CC].nfvtt (28m50s)	
{[気|き];0}に{く[わない=う];Y1}	（{ムクロ;0,3}）じゃなぜ{[俺|おれ];0}と{[組|く][まない=む];Y1} （{ムゲン;0}）{てめえ;0}が{[気|き];0}に{く[わねえ=う];Y1}からだろ		etw. gefällt einem nicht, unable to stomach, sticking in one's throat			2023-09-24 Samurai Champloo	気にくわない
{[積|つ]み[荷|に];0}	あの{[船|ふね];1}を{[奪|うば]う;Y2} {[積|つ]み[荷|に];0}ごと{[奪|うば][って=う];Y2}この{[島|しま];2}を{[出|で]る;Y1}んだよ		Fracht, Ladung			2023-09-24 Samurai Champloo	積み荷
{ずらかる;Y3,0}	（{ムクロ;0,3}）[予定変更|よていへんこう]だ！{ズラかる;Y3,0}ぞ		abhauen	Planänderung! Lass abhauen!		2023-09-24 Samurai Champloo	ずらかる
{[討|う]つ;Y1}	{[私|わたし];0}２[度|ど]も{[殺|ころ][された=す];Y0}{ムゲン;0}の{[仇|かたき];Y0}を{[討|う][ちたい=つ];Y1} {ムクロ;0,3}を{[殺|ころ][して=す];Y0}		erschießen	ich will den Feind, der Mugen 2 Mal umgebraucht hat, erledigen. Bring Mukuro um		2023-09-24 Samurai Champloo	討つ
{[手|て]がかり;2}...{[心当|こころあ]たり;4}...？	{[手|て]がかり;2}を{[探|さが][して=す];Y0}いる{[何|なに];!0}か{[心当|こころあ]たり;4}は？		手がかり Anhaltspunkt  心当たり Ahnung, Vorstellung, Mutmaßung	Wir suchen nach Anhaltspunkten, habt ihr vielleicht irgendeine Ahnung?		Expression	手がかり心当たり
...{[っ=く];Y0}かよ	{てめえ;0}{[斬|き]る;Y1}{[前|まえ];1}に{[死|し]ね[=る];Y0}{[っ=く];Y0}かよ		っかよ glaubst du ernsthaft?	Glaubst du ich würde sterben, bevor ich dir den Gar ausgemacht habe? Mal ernsthaft, ich sterbe doch nicht bevor ich dich umgelegt hab		Expression	...っかよ
{[掃|は][いて=く];Y1}{[捨|す]てる;Y0}ほど	{[金|きん];1}だって{[掃|は][いて=く];Y1}{[捨|す]てる;Y0}ほど{[手|て];1}に{[入|はい][った=る];Y1} {ほとぼり;0,4}が{さめ[たら=る];Y2}[隠|かく]し[場所|ばしょ]を{[教|おし]える;Y0}よ		spottbillig sein wie, Sand am Meer geben  ほとぼり übrige Hitze, öffentliche Anteilnehme, verbliebene Begeisterung  さめる abkühlen	Gold hab ich jetzt wie Sand am Meer. Sobald sich die Aufruhr etwas beruhigt hat, zeige ich die das Versteckt		2023-09-24 Samurai Champloo	掃いて捨てるほど
{[滲|にじ]む;Y2}	もう{[終|お]わ[った=る];Y0}{[恋|こい];1}だけれど {[描|か][き=く];Y2}{かけ[た=る];Y2}{[手紙|てがみ];0}{[涙|なみだ];1}を{[通|とお]る;Y1} {[滲|にじ][んだ=む];Y2}{[文字|もじ];1}に{[行|ゆ]き[先|さき];0}など ないけれども{[致|いた][して=す];Y2,0}{しまう;Y0}の		durchsickern, heraussickern, auslaufen	Auch wenn diese Liebe schon vorbei ist Tränen durch den Brief, den ich bemalt hab Und obwohl die verschwommenen Zeichen keinen Empfänger haben, mach ich es trotzdem  Ich höre was anders  いだす 出だす 仕出す 乱す 涙おどる		2023-09-25 Zombie Chang - Kourakuen	滲む
{[致|いた]す;Y2,0}	もう{[終|お]わ[った=る];Y0}{[恋|こい];1}だけれど {[描|えが][き=く];Y2}{かけ[た=る];Y2}{[手紙|てがみ];0}{[涙|なみだ];1}を{[通|とお]る;Y1} {[滲|にじ][んだ=む];Y2}{[文字|もじ];1}に{[行|い]き[先|さき];0}など ないけれども{[致|いた][して=す];Y2,0}{しまう;Y0}の		tun, machen  erreichen, herbeiführen, mit sich bringen	Auch wenn diese Liebe schon vorbei ist Tränen durch den Brief, den ich bemalt hab Und obwohl die verschwommenen Zeichen keinen Empfänger haben, mach ich es trotzdem		2023-09-25 Zombie Chang - Kourakuen	致す
{[消|け]し[去|さ]る;Y3}	ここで{はね[=る];Y2} {[忘|わす]れ[=る];Y0}ように {[2人|ふたり];3,0}は{[全|すべ]て;1}を{[消|け]し[去|さ]る;3}ように		auslöschen,     austilgen,      to get rid of	An diesem Ort... Um es zu vergessen, haben die beiden alles ausgelöscht / löschen wir beide alles aus		2023-09-25 Zombie Chang - Kourakuen	消し去る
{[胸|むね];2}が{[痛|いた]む;Y2}	{[会|あ][いたくて=う];Y1}{[胸|むね];2}が{[痛|いた]む;Y2} {[君|きみ];0}が{[笑|わら]う;Y0}{[記憶|きおく];0}の{[中|なか];1}で {[会|あ]え[なくて=る];Y2}{[胸|むね];2}が{[痛|いた]む;Y2} {[振|ふ]り[返|かえ]る;Y3}とそこにはもうない[後楽園|こうらくえん]		einem schmerzt das Herz vor Sehnsucht nach etw	Ich will dich sehen und mein Herz schmerzt sehnsüchtig In der Erinnerung an dein Lachen Mein Herz schmerzt, weil wir uns nicht sehen können So wie ich mich umdrehe, ist da kein Kourakuen mehr		2023-09-25 Zombie Chang - Kourakuen	胸が痛む
{[風|かぜ];0}に{[靡|なび]く;Y2}	「{もっと;1}{[大事|だいじ];!1,3}にしてよね」と {[君|きみ];0}の{スカート;2}が{[風|かぜ];0}に{[靡|なび]く;Y2}よう		flattern, wehen, sich im Wind bewegen  靡く biegen, sich krümmen, geschmeidig werden	"Ich sagte ""Ich will dir noch wichtiger sein"" und dein Rock weht im Wind"		2023-09-25 Zombie Chang - Kourakuen	靡く
{[重|おも]さ;0}	{[僕|ぼく];1,0}の{[言葉|ことば];3}に{[重|おも]さ;0}なんて ないから{[飛|と][んで=ぶ];Y0}{[行|い][って=く];Y0}{しまう;Y0}んだろう		Gewicht, Schwere, Bedeutung	Weil meine Worte nicht voll von Bedeutung sind, fliegen sie wohl einfach so weg		2023-09-25 Zombie Chang - Kourakuen	重さ
{[耐|た]える;Y2}	{[夕方|ゆうがた];0}に{はね[=る];Y2} [耐|た]えらなきゃね {ずっと;!0}ここで{[君|きみ];0}といたいよ		ertragen, erdulden, aushalten	In der Dämmerung, muss ich es aushalten Ich will doch für immer hier bei dir sein		2023-09-25 Zombie Chang - Kourakuen	耐える
メリーゴーランド	{[夜|よる];1}に{はね[=る];Y2} メリーゴーランド {[光|ひか]る;Y2}けど{[2人|ふたり];3,0}{[離|はな]れ[離|ばな]れ;4}		Karussell	Und in der Nacht, das Karussell es leuchtet zwar, doch wir beide sind getrennt		2023-09-25 Zombie Chang - Kourakuen	メリーゴーランド
{[離|はな]れ[離|ばな]れ;4}	{[夜|よる];1}に{はね[=る];Y2} メリーゴーランド {[光|ひか]る;Y2}けど{[2人|ふたり];3,0}{[離|はな]れ[離|ばな]れ;4}		getrennt	Und in der Nacht, das Karussell es leuchtet zwar, doch wir beide sind getrennt		2023-09-25 Zombie Chang - Kourakuen	離れ離れ
{[不圖|ふと];0,1}	{[会|あ][いたくて=う];Y1}{[胸|むね];2}が{[痛|いた]む;Y2} {[君|きみ];0}が{[笑|わら]う;Y0}{[記憶|きおく];0}の{[中|なか];1}で {[会|あ]え[なくて=る];Y2}ふと{[気|き];0}が{つく;Y1}		plötzlich,    unerwartet,     zufällig	Weil ich dich sehen will, schmerzt mein Herz vor Sehnsucht In Erinnerung an dein Lachen Und plötzlich fällt mir ein, dass ich dich nicht sehen kann		2023-09-25 Zombie Chang - Kourakuen	不圖
{[霧|きり];0}	{[振|ふ]り[返|かえ]る;Y3}とそこには{[霧|きり];0}が{かかる;Y2}けど {[会|あ][いたくて=う];Y1}{[胸|むね];2}が{[痛|いた]む;Y2} {[君|きみ];0}が{[笑|わら]う;Y0}{[記憶|きおく];0}の{[中|なか];1}で {[会|あ]え[なくて=る];Y2}{[胸|むね];2}が{[痛|いた]む;Y2}		Nebel	Ich drehe mich um und da ist alles vernebelt Weil ich dich sehen will, schmerzt mir die Brust vor Sehnsucht In Erinnerung an dein Lächeln Meine Brust schmerzt, weil ich dich nicht sehen kann		2023-09-25 Zombie Chang - Kourakuen	霧
